order_detail_id,order_date,product_id,customer_id,territory_id,sales_order_number,sales_order_line_number,quantity,unitprice_rupiah,totalprice_rupiah,totalcost_rupiah,shippingprice_rupiah,product_name,model_name,color,size_range,sub_category,category,customer_name,gender,maritalstatus,birthdate,customer_city,customer_country,origin_region,origin_country,origin_groups
SO63506-2,2019-02-04,222,16585.0,10,SO63506,2,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Vincent Sun,M,M,1974-05-06,West Sussex,United Kingdom,United Kingdom,United Kingdom,Europe
SO63506-1,2019-02-04,361,16585.0,10,SO63506,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Vincent Sun,M,M,1974-05-06,West Sussex,United Kingdom,United Kingdom,United Kingdom,Europe
SO63507-1,2019-02-04,225,12095.0,4,SO63507,1,1,125860.0,125860.0,96912.0,3147.0,AWC Logo Cap,Cycling Cap,Multi,NA,Caps,Clothing,Austin Griffin,M,M,1968-02-25,Lincoln Acres,United States,Southwest,United States,North America
SO63510-2,2019-02-04,222,11632.0,6,SO63510,2,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Alexandra Jenkins,F,M,1991-05-06,Langford,Canada,Canada,Canada,North America
SO63510-1,2019-02-04,530,11632.0,6,SO63510,1,1,69860.0,69860.0,26128.0,1747.0,Touring Tire Tube,Touring Tire Tube,NA,NA,Tires and Tubes,Accessories,Alexandra Jenkins,F,M,1991-05-06,Langford,Canada,Canada,Canada,North America
SO63514-2,2019-02-04,529,15564.0,6,SO63514,2,1,55860.0,55860.0,20892.0,1397.0,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Eduardo Hughes,M,M,1979-02-25,Sooke,Canada,Canada,Canada,North America
SO63514-3,2019-02-04,231,15564.0,6,SO63514,3,1,699860.0,699860.0,538892.0,17497.0,"Long-Sleeve Logo Jersey, M",Long-Sleeve Logo Jersey,Multi,M,Jerseys,Clothing,Eduardo Hughes,M,M,1979-02-25,Sooke,Canada,Canada,Canada,North America
SO63514-1,2019-02-04,540,15564.0,6,SO63514,1,1,456400.0,456400.0,170694.0,11410.0,HL Road Tire,HL Road Tire,NA,NA,Tires and Tubes,Accessories,Eduardo Hughes,M,M,1979-02-25,Sooke,Canada,Canada,Canada,North America
SO63516-2,2019-02-04,535,11091.0,6,SO63516,2,1,349860.0,349860.0,130848.0,8747.0,LL Mountain Tire,LL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Dalton Perez,M,M,1977-04-04,Haney,Canada,Canada,Canada,North America
SO63516-3,2019-02-04,217,11091.0,6,SO63516,3,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Black",Sport-100,Black,NA,Helmets,Accessories,Dalton Perez,M,M,1977-04-04,Haney,Canada,Canada,Canada,North America
SO63516-4,2019-02-04,228,11091.0,6,SO63516,4,1,699860.0,699860.0,538892.0,17497.0,"Long-Sleeve Logo Jersey, S",Long-Sleeve Logo Jersey,Multi,S,Jerseys,Clothing,Dalton Perez,M,M,1977-04-04,Haney,Canada,Canada,Canada,North America
SO63516-1,2019-02-04,528,11091.0,6,SO63516,1,1,69860.0,69860.0,26128.0,1747.0,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,Dalton Perez,M,M,1977-04-04,Haney,Canada,Canada,Canada,North America
SO63530-2,2019-02-04,537,15340.0,6,SO63530,2,1,490000.0,490000.0,183260.0,12250.0,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Brittany Barnes,F,M,1971-05-07,Burnaby,Canada,Canada,Canada,North America
SO63530-1,2019-02-04,528,15340.0,6,SO63530,1,1,69860.0,69860.0,26128.0,1747.0,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,Brittany Barnes,F,M,1971-05-07,Burnaby,Canada,Canada,Canada,North America
SO63532-1,2019-02-04,363,15482.0,4,SO63532,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Audrey Rubio,F,M,1991-02-08,Chula Vista,United States,Southwest,United States,North America
SO63532-2,2019-02-04,485,15482.0,4,SO63532,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Audrey Rubio,F,M,1991-02-08,Chula Vista,United States,Southwest,United States,North America
SO63532-3,2019-02-04,467,15482.0,4,SO63532,3,1,342860.0,342860.0,128230.0,8572.0,"Half-Finger Gloves, L",Half-Finger Gloves,Black,L,Gloves,Clothing,Audrey Rubio,F,M,1991-02-08,Chula Vista,United States,Southwest,United States,North America
SO63533-1,2019-02-04,353,12755.0,4,SO63533,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Chloe Hughes,F,S,1995-10-02,Santa Cruz,United States,Southwest,United States,North America
SO63533-2,2019-02-04,485,12755.0,4,SO63533,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Chloe Hughes,F,S,1995-10-02,Santa Cruz,United States,Southwest,United States,North America
SO63533-3,2019-02-04,477,12755.0,4,SO63533,3,1,69860.0,69860.0,26128.0,1747.0,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Chloe Hughes,F,S,1995-10-02,Santa Cruz,United States,Southwest,United States,North America
SO63533-4,2019-02-04,472,12755.0,4,SO63533,4,1,889000.0,889000.0,332486.0,22225.0,"Classic Vest, M",Classic Vest,Blue,M,Vests,Clothing,Chloe Hughes,F,S,1995-10-02,Santa Cruz,United States,Southwest,United States,North America
SO63533-5,2019-02-04,478,12755.0,4,SO63533,5,1,139860.0,139860.0,52308.0,3497.0,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Chloe Hughes,F,S,1995-10-02,Santa Cruz,United States,Southwest,United States,North America
SO63534-4,2019-02-04,477,15097.0,10,SO63534,4,1,69860.0,69860.0,26128.0,1747.0,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Morgan Bennett,F,M,1965-04-23,Kirkby,United Kingdom,United Kingdom,United Kingdom,Europe
SO63534-3,2019-02-04,472,15097.0,10,SO63534,3,1,889000.0,889000.0,332486.0,22225.0,"Classic Vest, M",Classic Vest,Blue,M,Vests,Clothing,Morgan Bennett,F,M,1965-04-23,Kirkby,United Kingdom,United Kingdom,United Kingdom,Europe
SO63534-2,2019-02-04,479,15097.0,10,SO63534,2,1,125860.0,125860.0,47072.0,3147.0,Road Bottle Cage,Road Bottle Cage,NA,NA,Bottles and Cages,Accessories,Morgan Bennett,F,M,1965-04-23,Kirkby,United Kingdom,United Kingdom,United Kingdom,Europe
SO63534-1,2019-02-04,562,15097.0,10,SO63534,1,1,33376980.0,33376980.0,20747131.0,834425.0,"Touring-1000 Yellow, 50",Touring-1000,Yellow,48-52 CM,Touring Bikes,Bikes,Morgan Bennett,F,M,1965-04-23,Kirkby,United Kingdom,United Kingdom,United Kingdom,Europe
SO63535-1,2019-02-04,573,17199.0,8,SO63535,1,1,33376980.0,33376980.0,20747131.0,834425.0,"Touring-1000 Blue, 46",Touring-1000,Blue,42-46 CM,Touring Bikes,Bikes,Dennis Zhou,M,M,1965-11-08,Berlin,Germany,Germany,Germany,Europe
SO63535-2,2019-02-04,541,17199.0,8,SO63535,2,1,405860.0,405860.0,151792.0,10147.0,Touring Tire,Touring Tire,NA,NA,Tires and Tubes,Accessories,Dennis Zhou,M,M,1965-11-08,Berlin,Germany,Germany,Germany,Europe
SO63535-3,2019-02-04,530,17199.0,8,SO63535,3,1,69860.0,69860.0,26128.0,1747.0,Touring Tire Tube,Touring Tire Tube,NA,NA,Tires and Tubes,Accessories,Dennis Zhou,M,M,1965-11-08,Berlin,Germany,Germany,Germany,Europe
SO63536-1,2019-02-04,580,23539.0,9,SO63536,1,1,23813860.0,23813860.0,15155140.0,595347.0,"Road-350-W Yellow, 40",Road-350-W,Yellow,38-40 CM,Road Bikes,Bikes,Darren Munoz,M,S,1983-01-04,Seaford,Australia,Australia,Australia,Pacific
SO63537-2,2019-02-04,529,23593.0,9,SO63537,2,1,55860.0,55860.0,20892.0,1397.0,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Krystal Zhou,F,S,1991-08-03,Goulburn,Australia,Australia,Australia,Pacific
SO63537-3,2019-02-04,539,23593.0,9,SO63537,3,1,349860.0,349860.0,130848.0,8747.0,ML Road Tire,ML Road Tire,NA,NA,Tires and Tubes,Accessories,Krystal Zhou,F,S,1991-08-03,Goulburn,Australia,Australia,Australia,Pacific
SO63537-4,2019-02-04,489,23593.0,9,SO63537,4,1,755860.0,755860.0,582012.0,18897.0,"Short-Sleeve Classic Jersey, M",Short-Sleeve Classic Jersey,Yellow,M,Jerseys,Clothing,Krystal Zhou,F,S,1991-08-03,Goulburn,Australia,Australia,Australia,Pacific
SO63537-5,2019-02-04,463,23593.0,9,SO63537,5,1,342860.0,342860.0,128230.0,8572.0,"Half-Finger Gloves, S",Half-Finger Gloves,Black,S,Gloves,Clothing,Krystal Zhou,F,S,1991-08-03,Goulburn,Australia,Australia,Australia,Pacific
SO63537-1,2019-02-04,580,23593.0,9,SO63537,1,1,23813860.0,23813860.0,15155140.0,595347.0,"Road-350-W Yellow, 40",Road-350-W,Yellow,38-40 CM,Road Bikes,Bikes,Krystal Zhou,F,S,1991-08-03,Goulburn,Australia,Australia,Australia,Pacific
SO63538-2,2019-02-04,222,14216.0,9,SO63538,2,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Edwin Zheng,M,S,1994-11-06,Seaford,Australia,Australia,Australia,Pacific
SO63538-1,2019-02-04,353,14216.0,9,SO63538,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Edwin Zheng,M,S,1994-11-06,Seaford,Australia,Australia,Australia,Pacific
SO63539-2,2019-02-04,480,14058.0,9,SO63539,2,1,32060.0,32060.0,11991.0,802.0,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Johnny Anand,M,S,1985-06-14,Brisbane,Australia,Australia,Australia,Pacific
SO63539-1,2019-02-04,363,14058.0,9,SO63539,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Johnny Anand,M,S,1985-06-14,Brisbane,Australia,Australia,Australia,Pacific
SO63540-1,2019-02-04,562,26106.0,4,SO63540,1,1,33376980.0,33376980.0,20747131.0,834425.0,"Touring-1000 Yellow, 50",Touring-1000,Yellow,48-52 CM,Touring Bikes,Bikes,Connor King,M,S,1980-03-12,Los Angeles,United States,Southwest,United States,North America
SO63540-2,2019-02-04,225,26106.0,4,SO63540,2,1,125860.0,125860.0,96912.0,3147.0,AWC Logo Cap,Cycling Cap,Multi,NA,Caps,Clothing,Connor King,M,S,1980-03-12,Los Angeles,United States,Southwest,United States,North America
SO63541-1,2019-02-04,575,26339.0,1,SO63541,1,1,33376980.0,33376980.0,20747131.0,834425.0,"Touring-1000 Blue, 54",Touring-1000,Blue,54-58 CM,Touring Bikes,Bikes,Cindy James,F,S,1986-10-09,Walla Walla,United States,Northwest,United States,North America
SO63546-4,2019-02-04,222,11420.0,7,SO63546,4,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Jordan Turner,M,M,1966-07-12,Roubaix,France,France,France,Europe
SO63546-3,2019-02-04,477,11420.0,7,SO63546,3,1,69860.0,69860.0,26128.0,1747.0,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Jordan Turner,M,M,1966-07-12,Roubaix,France,France,France,Europe
SO63546-2,2019-02-04,479,11420.0,7,SO63546,2,1,125860.0,125860.0,47072.0,3147.0,Road Bottle Cage,Road Bottle Cage,NA,NA,Bottles and Cages,Accessories,Jordan Turner,M,M,1966-07-12,Roubaix,France,France,France,Europe
SO63546-1,2019-02-04,574,11420.0,7,SO63546,1,1,33376980.0,33376980.0,20747131.0,834425.0,"Touring-1000 Blue, 50",Touring-1000,Blue,48-52 CM,Touring Bikes,Bikes,Jordan Turner,M,M,1966-07-12,Roubaix,France,France,France,Europe
SO63547-2,2019-02-04,541,11910.0,9,SO63547,2,1,405860.0,405860.0,151792.0,10147.0,Touring Tire,Touring Tire,NA,NA,Tires and Tubes,Accessories,Jaclyn Zheng,F,M,1986-06-12,Goulburn,Australia,Australia,Australia,Pacific
SO63547-3,2019-02-04,530,11910.0,9,SO63547,3,1,69860.0,69860.0,26128.0,1747.0,Touring Tire Tube,Touring Tire Tube,NA,NA,Tires and Tubes,Accessories,Jaclyn Zheng,F,M,1986-06-12,Goulburn,Australia,Australia,Australia,Pacific
SO63547-1,2019-02-04,573,11910.0,9,SO63547,1,1,33376980.0,33376980.0,20747131.0,834425.0,"Touring-1000 Blue, 46",Touring-1000,Blue,42-46 CM,Touring Bikes,Bikes,Jaclyn Zheng,F,M,1986-06-12,Goulburn,Australia,Australia,Australia,Pacific
SO63549-2,2019-02-04,541,12002.0,9,SO63549,2,1,405860.0,405860.0,151792.0,10147.0,Touring Tire,Touring Tire,NA,NA,Tires and Tubes,Accessories,Adriana Lopez,F,S,1984-02-06,Lane Cove,Australia,Australia,Australia,Pacific
SO63549-1,2019-02-04,575,12002.0,9,SO63549,1,1,33376980.0,33376980.0,20747131.0,834425.0,"Touring-1000 Blue, 54",Touring-1000,Blue,54-58 CM,Touring Bikes,Bikes,Adriana Lopez,F,S,1984-02-06,Lane Cove,Australia,Australia,Australia,Pacific
SO63550-2,2019-02-04,222,12339.0,9,SO63550,2,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Clayton Jai,M,S,1996-07-08,Findon,Australia,Australia,Australia,Pacific
SO63550-1,2019-02-04,575,12339.0,9,SO63550,1,1,33376980.0,33376980.0,20747131.0,834425.0,"Touring-1000 Blue, 54",Touring-1000,Blue,54-58 CM,Touring Bikes,Bikes,Clayton Jai,M,S,1996-07-08,Findon,Australia,Australia,Australia,Pacific
SO63551-2,2019-02-05,467,11176.0,6,SO63551,2,1,342860.0,342860.0,128230.0,8572.0,"Half-Finger Gloves, L",Half-Finger Gloves,Black,L,Gloves,Clothing,Mason Roberts,M,M,1988-01-25,Haney,Canada,Canada,Canada,North America
SO63551-1,2019-02-05,529,11176.0,6,SO63551,1,1,55860.0,55860.0,20892.0,1397.0,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Mason Roberts,M,M,1988-01-25,Haney,Canada,Canada,Canada,North America
SO63553-1,2019-02-05,535,14312.0,9,SO63553,1,1,349860.0,349860.0,130848.0,8747.0,LL Mountain Tire,LL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Claudia Lin,F,M,1980-10-26,Caloundra,Australia,Australia,Australia,Pacific
SO63558-4,2019-02-05,214,15004.0,7,SO63558,4,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Red",Sport-100,Red,NA,Helmets,Accessories,Suzanne Hu,F,S,1993-12-05,Boulogne-sur-Mer,France,France,France,Europe
SO63558-3,2019-02-05,535,15004.0,7,SO63558,3,1,349860.0,349860.0,130848.0,8747.0,LL Mountain Tire,LL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Suzanne Hu,F,S,1993-12-05,Boulogne-sur-Mer,France,France,France,Europe
SO63558-2,2019-02-05,528,15004.0,7,SO63558,2,1,69860.0,69860.0,26128.0,1747.0,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,Suzanne Hu,F,S,1993-12-05,Boulogne-sur-Mer,France,France,France,Europe
SO63558-1,2019-02-05,592,15004.0,7,SO63558,1,1,7909860.0,7909860.0,4315051.0,197747.0,"Mountain-500 Silver, 42",Mountain-500,Silver,42-46 CM,Mountain Bikes,Bikes,Suzanne Hu,F,S,1993-12-05,Boulogne-sur-Mer,France,France,France,Europe
SO63559-4,2019-02-05,480,17950.0,7,SO63559,4,1,32060.0,32060.0,11991.0,802.0,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Alberto Ortega,M,M,1978-11-19,Colomiers,France,France,France,Europe
SO63559-3,2019-02-05,529,17950.0,7,SO63559,3,1,55860.0,55860.0,20892.0,1397.0,Road Tire Tube,Road Tire Tube,NA,NA,Tires and Tubes,Accessories,Alberto Ortega,M,M,1978-11-19,Colomiers,France,France,France,Europe
SO63559-2,2019-02-05,539,17950.0,7,SO63559,2,1,349860.0,349860.0,130848.0,8747.0,ML Road Tire,ML Road Tire,NA,NA,Tires and Tubes,Accessories,Alberto Ortega,M,M,1978-11-19,Colomiers,France,France,France,Europe
SO63559-1,2019-02-05,583,17950.0,7,SO63559,1,1,23813860.0,23813860.0,15155140.0,595347.0,"Road-350-W Yellow, 48",Road-350-W,Yellow,48-52 CM,Road Bikes,Bikes,Alberto Ortega,M,M,1978-11-19,Colomiers,France,France,France,Europe
SO63560-1,2019-02-05,361,12290.0,7,SO63560,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Kaylee Morris,F,S,1988-04-25,Lille,France,France,France,Europe
SO63561-4,2019-02-05,222,16580.0,7,SO63561,4,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Dawn Chen,F,M,1974-07-04,Metz,France,France,France,Europe
SO63561-3,2019-02-05,225,16580.0,7,SO63561,3,1,125860.0,125860.0,96912.0,3147.0,AWC Logo Cap,Cycling Cap,Multi,NA,Caps,Clothing,Dawn Chen,F,M,1974-07-04,Metz,France,France,France,Europe
SO63561-2,2019-02-05,485,16580.0,7,SO63561,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Dawn Chen,F,M,1974-07-04,Metz,France,France,France,Europe
SO63561-1,2019-02-05,357,16580.0,7,SO63561,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Dawn Chen,F,M,1974-07-04,Metz,France,France,France,Europe
SO63562-4,2019-02-05,480,15676.0,7,SO63562,4,1,32060.0,32060.0,11991.0,802.0,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Todd Wang,M,S,1989-04-07,Tremblay-en-France,France,France,France,Europe
SO63562-3,2019-02-05,537,15676.0,7,SO63562,3,1,490000.0,490000.0,183260.0,12250.0,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Todd Wang,M,S,1989-04-07,Tremblay-en-France,France,France,France,Europe
SO63562-2,2019-02-05,528,15676.0,7,SO63562,2,1,69860.0,69860.0,26128.0,1747.0,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,Todd Wang,M,S,1989-04-07,Tremblay-en-France,France,France,France,Europe
SO63562-1,2019-02-05,353,15676.0,7,SO63562,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Todd Wang,M,S,1989-04-07,Tremblay-en-France,France,France,France,Europe
SO63563-1,2019-02-05,222,11731.0,4,SO63563,1,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Tanya Gill,F,M,1980-08-19,Burlingame,United States,Southwest,United States,North America
SO63564-1,2019-02-05,491,11212.0,6,SO63564,1,1,755860.0,755860.0,582012.0,18897.0,"Short-Sleeve Classic Jersey, XL",Short-Sleeve Classic Jersey,Yellow,XL,Jerseys,Clothing,Chloe Campbell,F,M,1969-11-05,Metchosin,Canada,Canada,Canada,North America
SO63565-2,2019-02-05,488,14096.0,6,SO63565,2,1,755860.0,755860.0,582012.0,18897.0,"Short-Sleeve Classic Jersey, S",Short-Sleeve Classic Jersey,Yellow,S,Jerseys,Clothing,Samuel Green,M,S,1999-08-20,Royal Oak,Canada,Canada,Canada,North America
SO63565-1,2019-02-05,467,14096.0,6,SO63565,1,1,342860.0,342860.0,128230.0,8572.0,"Half-Finger Gloves, L",Half-Finger Gloves,Black,L,Gloves,Clothing,Samuel Green,M,S,1999-08-20,Royal Oak,Canada,Canada,Canada,North America
SO63569-2,2019-02-05,528,11519.0,6,SO63569,2,1,69860.0,69860.0,26128.0,1747.0,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,Jerome Navarro,M,M,1975-03-17,Cliffside,Canada,Canada,Canada,North America
SO63569-3,2019-02-05,214,11519.0,6,SO63569,3,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Red",Sport-100,Red,NA,Helmets,Accessories,Jerome Navarro,M,M,1975-03-17,Cliffside,Canada,Canada,Canada,North America
SO63569-4,2019-02-05,481,11519.0,6,SO63569,4,1,125860.0,125860.0,47072.0,3147.0,"Racing Socks, M",Racing Socks,White,M,Socks,Clothing,Jerome Navarro,M,M,1975-03-17,Cliffside,Canada,Canada,Canada,North America
SO63569-1,2019-02-05,535,11519.0,6,SO63569,1,1,349860.0,349860.0,130848.0,8747.0,LL Mountain Tire,LL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Jerome Navarro,M,M,1975-03-17,Cliffside,Canada,Canada,Canada,North America
SO63575-2,2019-02-05,478,14661.0,6,SO63575,2,1,139860.0,139860.0,52308.0,3497.0,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Jade Ward,F,M,1978-04-06,Newton,Canada,Canada,Canada,North America
SO63575-3,2019-02-05,225,14661.0,6,SO63575,3,1,125860.0,125860.0,96912.0,3147.0,AWC Logo Cap,Cycling Cap,Multi,NA,Caps,Clothing,Jade Ward,F,M,1978-04-06,Newton,Canada,Canada,Canada,North America
SO63575-1,2019-02-05,477,14661.0,6,SO63575,1,1,69860.0,69860.0,26128.0,1747.0,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Jade Ward,F,M,1978-04-06,Newton,Canada,Canada,Canada,North America
SO63581-1,2019-02-05,485,19001.0,6,SO63581,1,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Fernando Brown,M,M,1968-02-24,Westminster,Canada,Canada,Canada,North America
SO63582-1,2019-02-05,485,18686.0,6,SO63582,1,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Logan Coleman,M,S,1991-10-13,Port Hammond,Canada,Canada,Canada,North America
SO63588-1,2019-02-05,537,11305.0,4,SO63588,1,1,490000.0,490000.0,183260.0,12250.0,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Sean Evans,M,M,1980-06-19,Chula Vista,United States,Southwest,United States,North America
SO63588-2,2019-02-05,528,11305.0,4,SO63588,2,1,69860.0,69860.0,26128.0,1747.0,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,Sean Evans,M,M,1980-06-19,Chula Vista,United States,Southwest,United States,North America
SO63588-3,2019-02-05,217,11305.0,4,SO63588,3,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Black",Sport-100,Black,NA,Helmets,Accessories,Sean Evans,M,M,1980-06-19,Chula Vista,United States,Southwest,United States,North America
SO63590-2,2019-02-05,478,18523.0,6,SO63590,2,1,139860.0,139860.0,52308.0,3497.0,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Samuel Foster,M,M,1984-07-13,Metchosin,Canada,Canada,Canada,North America
SO63590-1,2019-02-05,485,18523.0,6,SO63590,1,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Samuel Foster,M,M,1984-07-13,Metchosin,Canada,Canada,Canada,North America
SO63592-2,2019-02-05,231,16005.0,6,SO63592,2,1,699860.0,699860.0,538892.0,17497.0,"Long-Sleeve Logo Jersey, M",Long-Sleeve Logo Jersey,Multi,M,Jerseys,Clothing,Jordan Hill,M,S,1958-10-07,Haney,Canada,Canada,Canada,North America
SO63592-3,2019-02-05,463,16005.0,6,SO63592,3,1,342860.0,342860.0,128230.0,8572.0,"Half-Finger Gloves, S",Half-Finger Gloves,Black,S,Gloves,Clothing,Jordan Hill,M,S,1958-10-07,Haney,Canada,Canada,Canada,North America
SO63592-1,2019-02-05,485,16005.0,6,SO63592,1,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Jordan Hill,M,S,1958-10-07,Haney,Canada,Canada,Canada,North America
SO63595-1,2019-02-05,225,12595.0,10,SO63595,1,1,125860.0,125860.0,96912.0,3147.0,AWC Logo Cap,Cycling Cap,Multi,NA,Caps,Clothing,Mathew Blanco,M,S,1981-06-19,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO63596-1,2019-02-05,587,14722.0,1,SO63596,1,1,10772860.0,10772860.0,5876898.0,269322.0,"Mountain-400-W Silver, 38",Mountain-400-W,Silver,38-40 CM,Mountain Bikes,Bikes,Sharon Carson,F,S,1994-12-27,Bremerton,United States,Northwest,United States,North America
SO63598-1,2019-02-05,363,15196.0,4,SO63598,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Isaiah Reed,M,S,1986-06-26,Daly City,United States,Southwest,United States,North America
SO63598-2,2019-02-05,485,15196.0,4,SO63598,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Isaiah Reed,M,S,1986-06-26,Daly City,United States,Southwest,United States,North America
SO63598-3,2019-02-05,214,15196.0,4,SO63598,3,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Red",Sport-100,Red,NA,Helmets,Accessories,Isaiah Reed,M,S,1986-06-26,Daly City,United States,Southwest,United States,North America
SO63598-4,2019-02-05,463,15196.0,4,SO63598,4,1,342860.0,342860.0,128230.0,8572.0,"Half-Finger Gloves, S",Half-Finger Gloves,Black,S,Gloves,Clothing,Isaiah Reed,M,S,1986-06-26,Daly City,United States,Southwest,United States,North America
SO63599-1,2019-02-05,355,15349.0,4,SO63599,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Stephanie Gonzalez,F,M,1972-11-10,Torrance,United States,Southwest,United States,North America
SO63599-2,2019-02-05,485,15349.0,4,SO63599,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Stephanie Gonzalez,F,M,1972-11-10,Torrance,United States,Southwest,United States,North America
SO63599-3,2019-02-05,478,15349.0,4,SO63599,3,1,139860.0,139860.0,52308.0,3497.0,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Stephanie Gonzalez,F,M,1972-11-10,Torrance,United States,Southwest,United States,North America
